title,release_date,type,runtime,season_count,episode_count,genre,director,cast,country,language,production_company,synopsis,tags,imdb_rating,imdb_review_count,text_input,production_company_is_missing,cast_is_missing,director_is_missing
Reunion,2025-06-13,movie,29.0,1.0,1.0,Drama,Paco Wen,unknown,CN,zh,unknown,An elderly father with dementia insists his late wife will return as a koi in the Han River. Four estranged siblings reunite to honor his wish - yet each harbors unspoken hopes of their own.,"feel-good, family, drama",0.0,0,An elderly father with dementia insists his late wife will return as a koi in the Han River. Four estranged siblings reunite to honor his wish - yet each harbors unspoken hopes of their own. Drama,1,1,0
Munchies,2025-06-28,movie,11.0,1.0,1.0,Comedy,Brittany Alexia Young,"Brianne Jackson, Caroline Buddendorf, Yamini Nambimadom, Bianca Rojas, Max Castillo",US,en,unknown,"After lighting up and getting the munchies, a group of vulgar teenage girls stumble into a botched robbery at their local convenience store.","comedy, heist, crime",0.0,0,"After lighting up and getting the munchies, a group of vulgar teenage girls stumble into a botched robbery at their local convenience store. Comedy",1,0,0
Upside Down,2025-07-16,movie,12.0,1.0,1.0,"Animation, Family",Dace Rīdūze,unknown,LV,xx,Animācijas Brigāde,"Andulis, a little bat, wakes up at the wrong time and discovers that he, unlike his fellow bats, loves sunlight and warmth. After making friends with Little Mouse, who looks almost like him, Andulis is surprised to find out that, unlike his own dwelling, Little Mouse’s house is not upside down.","action, drama, underdog, animation, historical, romance, rom-com",0.0,0,"Andulis, a little bat, wakes up at the wrong time and discovers that he, unlike his fellow bats, loves sunlight and warmth. After making friends with Little Mouse, who looks almost like him, Andulis is surprised to find out that, unlike his own dwelling, Little Mouse’s house is not upside down. Animation, Family",0,1,0
Intersections,2025-07-10,movie,84.0,1.0,1.0,Documentary,Julián Galay,unknown,AR,es,unknown,"The filmmaker decides to make a film in an attempt to remember a dream from his notes: at the crossroads of essay and diary, the film offers a sensitive investigation into the relationship between dreams, animals and the city.","psychological, superhero, romance, detective",0.0,0,"The filmmaker decides to make a film in an attempt to remember a dream from his notes: at the crossroads of essay and diary, the film offers a sensitive investigation into the relationship between dreams, animals and the city. Documentary",1,1,0
Divine Origins,2025-09-21,movie,15.0,1.0,1.0,"Drama, Fantasy",Milla Lewis,"Pascale Kann, Zubin Varla, Mason Dhokia, Ruth Lass, Eugenia Caruso",GB,en,"Clouded, Sundance Institute","Caught between her alienated parents, teenage Ama starts a new relationship with a young lifeguard - but she can’t escape a quiet haunting that feels increasingly familiar.","sci-fi, family, drama, romance",0.0,0,"Caught between her alienated parents, teenage Ama starts a new relationship with a young lifeguard - but she can’t escape a quiet haunting that feels increasingly familiar. Drama, Fantasy",0,0,0
Free Money,2025-06-12,movie,8.0,1.0,1.0,"Comedy, Action",Lisianne Chan,"Liz Lin, Tiang Lim, Karen Yee, Petrell Huang, Susan Ling Young",AU,en,unknown,"Asian-Australian Wen is in for a surprise when she tags along to Chinese New Year lunch with Aunty Poh and her friends... The Aunties take the honour of fighting to pay the bill very seriously. When limbs start flying, Wen and Aunty Poh come to terms with the importance of friendship and family.","action, teen, drama, underdog, comedy",0.0,0,"Asian-Australian Wen is in for a surprise when she tags along to Chinese New Year lunch with Aunty Poh and her friends... The Aunties take the honour of fighting to pay the bill very seriously. When limbs start flying, Wen and Aunty Poh come to terms with the importance of friendship and family. Comedy, Action",1,0,0
A Cortina,2025-06-13,movie,4.0,1.0,1.0,"Horror, Mystery",João Victor (Jov's),"João Victor (Jov's), Gustavo Magraz",BR,pt,unknown,A melancholic boy. Heavy images. Brightness and colors. Haunting in the form of sound and cuts. A curtain hides something behind it.,"surrealism, no wave, experimental, experimental surrealism, horror, melancolic, experimental horror",0.0,0,"A melancholic boy. Heavy images. Brightness and colors. Haunting in the form of sound and cuts. A curtain hides something behind it. Horror, Mystery",1,0,0
The Inner Voice,2025-06-09,movie,7.0,1.0,1.0,"Drama, Family",Shivum Saha,"Pranav Prasanna Venkatesh, Nihal Namilakonda, Shrid Sahoo, Tanish Polnati",US,en,unknown,"An introverted High Schooler, Parth, who is passionate about writing, applies for an internship position at a student-led literary magazine. During the interview, things go wrong as anxiety takes over and his inner voice starts to judge him.","teen, drama, courtroom, coming-of-age, documentary",0.0,0,"An introverted High Schooler, Parth, who is passionate about writing, applies for an internship position at a student-led literary magazine. During the interview, things go wrong as anxiety takes over and his inner voice starts to judge him. Drama, Family",1,0,0
Next Life,2025-07-09,movie,75.0,1.0,1.0,Drama,Tenzin Phuntsog,unknown,"MX, US",en,unknown,A father dies; his family cares for the deceased and prepares him for his next life. The American setting and way of life intertwine with Buddhist beliefs and customs in a Tibetan family exiled in the United States.,drama,0.0,0,A father dies; his family cares for the deceased and prepares him for his next life. The American setting and way of life intertwine with Buddhist beliefs and customs in a Tibetan family exiled in the United States. Drama,1,1,0
The Girl Who Cried Pearls,2025-06-08,movie,16.0,1.0,1.0,Animation,"Chris Lavis, Maciek Szczerbowski",unknown,CA,fr,unknown,"A fairytale for all about a girl overwhelmed by grief, a boy who loves her, and how greed leads the purest of hearts to commit the vilest of actions. A timeless and universal story, both strange and familiar, from meticulously crafted puppets and miniature sets. The film uses a hybrid technique of frame-by-frame animation, live-action and CGI to achieve a depth of emotion and expressiveness unseen in a puppet-based medium.","rom-com, animation, military, romance",0.0,0,"A fairytale for all about a girl overwhelmed by grief, a boy who loves her, and how greed leads the purest of hearts to commit the vilest of actions. A timeless and universal story, both strange and familiar, from meticulously crafted puppets and miniature sets. The film uses a hybrid technique of frame-by-frame animation, live-action and CGI to achieve a depth of emotion and expressiveness unseen in a puppet-based medium. Animation",1,1,0
Wrightfilm,2025-06-13,movie,2.0,1.0,1.0,,Ben Creech,unknown,US,en,unknown,A film by Ben Creech shot at Frank Lloyd Wright houses,military,0.0,0,A film by Ben Creech shot at Frank Lloyd Wright houses ,1,1,0
Coming to a Theatre Near You,2025-06-25,movie,5.0,1.0,1.0,"Horror, Comedy","Amelia Rushworth, Amelia Lynge","Pranidhi Bisht, Wesley Minaker, Alison Chan, Andres Zapata Susaj, Kyle Hunter",CA,en,Buttered Up Productions,"As the staff close a theatre after hours, their work takes a disturbing turn.","slasher, co-workers relationship, theatre, cinema",0.0,0,"As the staff close a theatre after hours, their work takes a disturbing turn. Horror, Comedy",0,0,0
Terroir,2025-06-28,movie,14.0,1.0,1.0,,Casey Rogerson,"Madison Hu, Leenya Rideout, Naomi Rubin, John R. Howley, João Santos",US,en,unknown,"A young wine critic (Madison Hu) returns to a French vineyard one year after giving it a bad review. There, she and her friends become the target of a masked killer.","superhero, thriller",0.0,0,"A young wine critic (Madison Hu) returns to a French vineyard one year after giving it a bad review. There, she and her friends become the target of a masked killer. ",1,0,0
JANET,2025-06-18,movie,8.0,1.0,1.0,"Thriller, Drama",Felicia Chu,"Felicia Chu, James Hou, Samuel Poon, Vanesse Tsang, Harris Yansin",US,en,LANCASTER INSTITUTE OF COMTEMPORARY ARTS,"Waking up bloodied and bound inside the headquarters of a sinister tech syndicate, Janet's only focus is finding her brother... and escaping.","historical, drama, thriller",0.0,0,"Waking up bloodied and bound inside the headquarters of a sinister tech syndicate, Janet's only focus is finding her brother... and escaping. Thriller, Drama",0,0,0
Letters to My Dead Parents,2025-07-10,movie,106.0,1.0,1.0,Documentary,Ignacio Agüero,unknown,CL,es,unknown,"What do you tell your dead parents? Combining family archives and glimpses of today, the filmmaker weaves together fifty years of his life and the socio-political history of Chile. The montage wanders through the ages, between light and shadow, without ever leaving the joy.","family, drama, historical, documentary, noir",0.0,0,"What do you tell your dead parents? Combining family archives and glimpses of today, the filmmaker weaves together fifty years of his life and the socio-political history of Chile. The montage wanders through the ages, between light and shadow, without ever leaving the joy. Documentary",1,1,0
The Culminating Point,2025-06-20,movie,25.0,1.0,1.0,"Drama, Romance",Florencia Dufou,"Melany Kolmann, Greta Guthauser, Juan Diego Sagasti, Luz Garcia",AR,es,Medio Cuerpo Cine,"After months of silence and utter desolation, two women reunite in a hotel room to face the demise of their forbidden love affair. The suspicions and pressures coming from their inner circles have forced them into an atmosphere charged with silenced emotions and shattered dreams. Having reached a crossroads, the two are forced to confront each other and come to terms with their reality.","lgbt, passion and romance",0.0,0,"After months of silence and utter desolation, two women reunite in a hotel room to face the demise of their forbidden love affair. The suspicions and pressures coming from their inner circles have forced them into an atmosphere charged with silenced emotions and shattered dreams. Having reached a crossroads, the two are forced to confront each other and come to terms with their reality. Drama, Romance",0,0,0
Mond Appétit,2025-06-28,movie,6.0,1.0,1.0,"Horror, Fantasy, Comedy",Sjoerd de Bont,"Lisanne Hoefnagels, Sanne Stikkel, Perry Mulder, Judie Rekelhof",NL,en,unknown,Mond Appétit is the newest film of director Sjoerd de Bont,"comedy, horror",0.0,0,"Mond Appétit is the newest film of director Sjoerd de Bont Horror, Fantasy, Comedy",1,0,0
CR3AM PI3,2025-06-10,movie,25.0,1.0,1.0,"Horror, Thriller, Family, Crime",Gianluca Pistoia,unknown,DE,de,Flugmodus,"CR3AM PI3, the mysterious owner of a Darknet marketplace, wants to silence his sworn rivals at his company party, blurring the line between celebration and execution.",proof of concept,0.0,0,"CR3AM PI3, the mysterious owner of a Darknet marketplace, wants to silence his sworn rivals at his company party, blurring the line between celebration and execution. Horror, Thriller, Family, Crime",0,1,0
Marion's Lilies,2025-12-01,movie,38.0,1.0,1.0,"Thriller, Drama, Horror",Marcello Mantero,"Neil Bishop, James Viller, Pip Boulter, John Britton, Melissa Kate Steven",GB,en,Mirage Entertainment,"Reeling from the murder of his wife, a man spirals into darkness and loses himself in the hunt for the killer.","horror, noir, drama, thriller",0.0,0,"Reeling from the murder of his wife, a man spirals into darkness and loses himself in the hunt for the killer. Thriller, Drama, Horror",0,0,0
Kneaded,2025-06-17,movie,14.0,1.0,1.0,,Stephen Coombs,"Petrina Bromley, Darryl Hopkins, Lawrence Barry, Stephen Coombs, Josiah Coombs",CA,en,"NIFCO, S4 Films","It's been 16 years since Rosemary returned home to her tiny tight-knit Newfoundland community following the untimely death of her husband. Through death, loss, and years of self-sacrifice she gives until it is time to give up the ghost.","family, horror",0.0,0,"It's been 16 years since Rosemary returned home to her tiny tight-knit Newfoundland community following the untimely death of her husband. Through death, loss, and years of self-sacrifice she gives until it is time to give up the ghost. ",0,0,0
Free Finga: Pasikeist,2025-06-12,movie,105.0,1.0,1.0,"Music, Documentary",Pijus Vėberis,Tomas Narkevičius,LT,lt,unknown,"The concert ""Pasikeist"" at the Compensa Concert Hall in Vilnius drew you into the visual and mystical world of music from the very first sound. In the ruins of a future house, as the red clock strikes an ever later hour, reality and dreams begin to mix, guests appear and everything is not as it seems.","documentary, psychological, post-apocalyptic, sci-fi, musical",0.0,0,"The concert ""Pasikeist"" at the Compensa Concert Hall in Vilnius drew you into the visual and mystical world of music from the very first sound. In the ruins of a future house, as the red clock strikes an ever later hour, reality and dreams begin to mix, guests appear and everything is not as it seems. Music, Documentary",1,0,0
Esperando a Godoy,2025-09-04,movie,82.0,1.0,1.0,"Drama, Comedy","Cristián Sánchez, Rodrigo González, Sergio Navarro","Carmen Bueno, Waldo Rojas, Jaime Vadell, Rodrigo Maturana, Juan Carlos Moraga",CL,es,"Nómada Producciones, Santiago Independiente, Cineteca nacional de chile","A group of left-wing intellectuals take over a building with the purpose of forming a Ministry of Culture, however, the workers oppose the takeover. Intellectuals and workers establish a coexistence pact while waiting for Godoy, a union boss. After conflicts over ideological differences about culture, the takeover dissolves, just when Godoy appears with a totally elitist and apolitical discourse.","espionage, comedy, drama",0.0,0,"A group of left-wing intellectuals take over a building with the purpose of forming a Ministry of Culture, however, the workers oppose the takeover. Intellectuals and workers establish a coexistence pact while waiting for Godoy, a union boss. After conflicts over ideological differences about culture, the takeover dissolves, just when Godoy appears with a totally elitist and apolitical discourse. Drama, Comedy",0,0,0
A Life In The Shadows,2025-08-09,movie,13.0,1.0,1.0,"Drama, Mystery",Nanna Isabella Hjorslev,"Rikke Wölck, Linnea Olivia Belfrage, Sebastian Sørensen",DK,da,"Dionysus Media, Willow Film","Birgit is a pastor who has always lived a quiet, predictable life, closely following the path laid out by her parents.  But one day, someone from her past unexpectedly shows up during a sermon—someone she once loved—she’s forced to revisit a part of herself she thought was long gone. As buried feelings resurface, Birgit must ask herself: can the past offer strength, or only heartache?","regret, lost love, character driven, repressed emotions, reconciliation with the past, emotional closure",0.0,0,"Birgit is a pastor who has always lived a quiet, predictable life, closely following the path laid out by her parents.  But one day, someone from her past unexpectedly shows up during a sermon—someone she once loved—she’s forced to revisit a part of herself she thought was long gone. As buried feelings resurface, Birgit must ask herself: can the past offer strength, or only heartache? Drama, Mystery",0,0,0
Jenny Tian: Chinese Australian,2025-06-07,movie,50.0,1.0,1.0,Comedy,Samuel Bright,Jenny Tian,US,en,unknown,Chinese Australian is my second ever special. It's one big story about my start in stand up comedy and the inevitability of becoming a ~Content creator~ got more experimental with this one. hope you enjoy watching as much asI did performing :),"comedy, feel-good, psychological",0.0,0,Chinese Australian is my second ever special. It's one big story about my start in stand up comedy and the inevitability of becoming a ~Content creator~ got more experimental with this one. hope you enjoy watching as much asI did performing :) Comedy,1,0,0
Noi,2025-06-21,movie,15.0,1.0,1.0,,Neritan Zinxhiria,"Yorgos Vadevoulis, Dimitris Xanthopoulos, Meni Konstantinidou, Apostolis Varsanis, Theodora Tetsiou",US,en,"AbFab Productions, Reconstructing Memories","Revenge murmurs in his ear: Αt what temperature does blood boil in the snow?  When the older brother is killed by his favourite horse, the younger one has to decide -through nightmares and visions- whether to avenge the blood or forgive.",revenge,0.0,0,"Revenge murmurs in his ear: Αt what temperature does blood boil in the snow?  When the older brother is killed by his favourite horse, the younger one has to decide -through nightmares and visions- whether to avenge the blood or forgive. ",0,0,0
Grace For Sale,2025-06-18,movie,100.0,1.0,1.0,Drama,"Emre Sert, Gözde Yetişkin","Cem Yiğit Üzümoğlu, Aslı İnandık, Ozan Çelik, Sarp Akkaya, Pınar Çağlar Gençtürk",TR,tr,Riders Film,"From the heavens, meteors shower upon a humble Anatolian village. In this celestial display, a simple-minded peasant unexpectedly finds the largest of these stones, now sought after for substantial sums. An unimaginable opportunity graces him —a man with nothing to lose yet lacking nothing. Carried away with invasive dreams, the Americans +10$ promise haunts him. His journey to sell this precious object at a higher rate propels him into a realm of power and greed, exposing him to deprivation of things he never harbored. As he keeps wanting a little more, he starts to lose what he already has.","psychological, teen, drama, adventure, historical, documentary",0.0,0,"From the heavens, meteors shower upon a humble Anatolian village. In this celestial display, a simple-minded peasant unexpectedly finds the largest of these stones, now sought after for substantial sums. An unimaginable opportunity graces him —a man with nothing to lose yet lacking nothing. Carried away with invasive dreams, the Americans +10$ promise haunts him. His journey to sell this precious object at a higher rate propels him into a realm of power and greed, exposing him to deprivation of things he never harbored. As he keeps wanting a little more, he starts to lose what he already has. Drama",0,0,0
it's raining wet puzzle pieces,2025-06-07,movie,2.0,1.0,1.0,"Animation, Family, Drama",Clo Trozado,Clo Trozado,US,en,Monochlome Studios,Childhood memories continue to live inside me. Some of the most painful ones are the ones that echo the longest.,"rain, philippines, grief, memory, nonlinear timeline, childhood, silent cinema, experimental, experimental cinema",0.0,0,"Childhood memories continue to live inside me. Some of the most painful ones are the ones that echo the longest. Animation, Family, Drama",0,0,0
Day 200,2025-06-14,movie,9.0,1.0,1.0,"Science Fiction, Mystery","Benjamin Achoka, Jackson Hendee","Roman Carlo Gonzales, Bay Eaton, Nicki Hendee",US,en,unknown,"As Ricky struggles to get out of the loop, he must also fight oppositions and leave himself clues in hopes that he eventually escapes","action, thriller, drama, detective, underdog, feel-good",0.0,0,"As Ricky struggles to get out of the loop, he must also fight oppositions and leave himself clues in hopes that he eventually escapes Science Fiction, Mystery",1,0,0
Tears of the Night,2025-08-01,movie,90.0,1.0,1.0,Drama,Babatunde Akinnayajo,"Stephanie Zibili, Babatunde Akinnayajo, Babatunde Ojobaro",NG,en,unknown,A young lady moves to Lagos to restart her life when she finds herself in a life-threatening situation. Her encounter throws at her a dagger of two edges; her decisions and choices brings a turn that changes all for both herself and the intruder.,drama,0.0,0,A young lady moves to Lagos to restart her life when she finds herself in a life-threatening situation. Her encounter throws at her a dagger of two edges; her decisions and choices brings a turn that changes all for both herself and the intruder. Drama,1,0,0
Grace For Sale,2025-06-18,movie,100.0,1.0,1.0,Drama,"Emre Sert, Gözde Yetişkin","Cem Yiğit Üzümoğlu, Aslı İnandık, Ozan Çelik, Sarp Akkaya, Pınar Çağlar Gençtürk",TR,tr,Riders Film,"From the heavens, meteors shower upon a humble Anatolian village. In this celestial display, a simple-minded peasant unexpectedly finds the largest of these stones, now sought after for substantial sums. An unimaginable opportunity graces him —a man with nothing to lose yet lacking nothing. Carried away with invasive dreams, the Americans +10$ promise haunts him. His journey to sell this precious object at a higher rate propels him into a realm of power and greed, exposing him to deprivation of things he never harbored. As he keeps wanting a little more, he starts to lose what he already has.","psychological, teen, drama, adventure, historical, documentary",0.0,0,"From the heavens, meteors shower upon a humble Anatolian village. In this celestial display, a simple-minded peasant unexpectedly finds the largest of these stones, now sought after for substantial sums. An unimaginable opportunity graces him —a man with nothing to lose yet lacking nothing. Carried away with invasive dreams, the Americans +10$ promise haunts him. His journey to sell this precious object at a higher rate propels him into a realm of power and greed, exposing him to deprivation of things he never harbored. As he keeps wanting a little more, he starts to lose what he already has. Drama",0,0,0
it's raining wet puzzle pieces,2025-06-07,movie,2.0,1.0,1.0,"Animation, Family, Drama",Clo Trozado,Clo Trozado,US,en,Monochlome Studios,Childhood memories continue to live inside me. Some of the most painful ones are the ones that echo the longest.,"rain, philippines, grief, memory, nonlinear timeline, childhood, silent cinema, experimental, experimental cinema",0.0,0,"Childhood memories continue to live inside me. Some of the most painful ones are the ones that echo the longest. Animation, Family, Drama",0,0,0
Day 200,2025-06-14,movie,9.0,1.0,1.0,"Science Fiction, Mystery","Benjamin Achoka, Jackson Hendee","Roman Carlo Gonzales, Bay Eaton, Nicki Hendee",US,en,unknown,"As Ricky struggles to get out of the loop, he must also fight oppositions and leave himself clues in hopes that he eventually escapes","action, thriller, drama, detective, underdog, feel-good",0.0,0,"As Ricky struggles to get out of the loop, he must also fight oppositions and leave himself clues in hopes that he eventually escapes Science Fiction, Mystery",1,0,0
Tears of the Night,2025-08-01,movie,90.0,1.0,1.0,Drama,Babatunde Akinnayajo,"Stephanie Zibili, Babatunde Akinnayajo, Babatunde Ojobaro",NG,en,unknown,A young lady moves to Lagos to restart her life when she finds herself in a life-threatening situation. Her encounter throws at her a dagger of two edges; her decisions and choices brings a turn that changes all for both herself and the intruder.,drama,0.0,0,A young lady moves to Lagos to restart her life when she finds herself in a life-threatening situation. Her encounter throws at her a dagger of two edges; her decisions and choices brings a turn that changes all for both herself and the intruder. Drama,1,0,0
Severed,2025-06-20,movie,11.0,1.0,1.0,"Comedy, Horror",Megan Duffy,"Melanie Zanetti, Megan Duffy, Ben Giroux, Jace Smethurst",US,en,unknown,A woman makes an important discovery.,"comedy, horror",0.0,0,"A woman makes an important discovery. Comedy, Horror",1,0,0
Salt,2025-07-03,movie,7.0,1.0,1.0,,Muskaan Razdan,"Nimra Bucha, Natasha Atherton",US,en,Roundhouse,"Over one evening in a small kitchen, a daughter urges her mother to leave a stifling home. As tensions simmer over lentils and expectations, the two women confront love, duty, and the quiet sacrifices buried in everyday rituals.","thriller, family, romance, rom-com, horror",0.0,0,"Over one evening in a small kitchen, a daughter urges her mother to leave a stifling home. As tensions simmer over lentils and expectations, the two women confront love, duty, and the quiet sacrifices buried in everyday rituals. ",0,0,0
Kavacha,2025-06-07,movie,17.0,1.0,1.0,"Fantasy, Drama",G.U Prem Kumar,"Jayaverma Hegde, G.V Uday Kumar, Aniruddha Girish",IN,kn,Natakada Sagara Films,"Set in the backdrop of coastal Karnataka, a religious Hindu is haunted by his past when a random stranger stumbles to his doorstep and takes him on a psychological journey that challenges his dogmatic beliefs.","adventure, drama, horror",0.0,0,"Set in the backdrop of coastal Karnataka, a religious Hindu is haunted by his past when a random stranger stumbles to his doorstep and takes him on a psychological journey that challenges his dogmatic beliefs. Fantasy, Drama",0,0,0
Casual,2025-06-01,movie,8.0,1.0,1.0,Animation,Kauli Green,Nanna Finding Koppel,DK,en,unknown,"Exploring negotiations of intimacy and monogamy in casual relationships. Our two protagonists share the sweet thrill of peeking into a stranger's intimate life, but are confronted with the question: Which is more vulnerable to talk about, sexual desires or romantic dreams?","psychological, drama, adventure, animation, historical, romance",0.0,0,"Exploring negotiations of intimacy and monogamy in casual relationships. Our two protagonists share the sweet thrill of peeking into a stranger's intimate life, but are confronted with the question: Which is more vulnerable to talk about, sexual desires or romantic dreams? Animation",1,0,0
Spine,2025-06-04,movie,4.0,1.0,1.0,Animation,Marta Margetić,unknown,HR,en,unknown,"A girl is drawing; she feels intense back pain and tries to stretch. Despite her efforts, the pain persists, and frustration grows. Her movements become grotesque and increasingly brutal, with her body tightening further. As the pain continues, the girl experiences an emotional breakdown. Completely broken, she sits back at her desk.","animation, drama",0.0,0,"A girl is drawing; she feels intense back pain and tries to stretch. Despite her efforts, the pain persists, and frustration grows. Her movements become grotesque and increasingly brutal, with her body tightening further. As the pain continues, the girl experiences an emotional breakdown. Completely broken, she sits back at her desk. Animation",1,1,0
Joh: Last King Of Queensland,2025-06-07,movie,104.0,1.0,1.0,Documentary,Kriv Stenders,Joh Bjelke-Petersen,AU,en,unknown,"Premier Joh Bjelke-Petersen reigned over Queensland for 19 tumultuous years (1968–1987). Hugely popular, he presided over enormous growth, but corruption raged under his tenure, as did electoral manipulation and often violent suppression of dissent.  This film tells Joh’s story through rare archival footage and revelatory interviews, exploring a life shaped by a hard yakka, god-fearing upbringing on his family’s farm. Trump’s spectre is evoked in Joh’s famously mangled and meandering way of speaking – brilliantly dramatised by Richard Roxburgh – alongside his unyielding execution of power and the desperate denial of his final days in office.","australian politics, queensland, australia, polotics, joh bjelke-petersen, queensland",0.0,0,"Premier Joh Bjelke-Petersen reigned over Queensland for 19 tumultuous years (1968–1987). Hugely popular, he presided over enormous growth, but corruption raged under his tenure, as did electoral manipulation and often violent suppression of dissent.  This film tells Joh’s story through rare archival footage and revelatory interviews, exploring a life shaped by a hard yakka, god-fearing upbringing on his family’s farm. Trump’s spectre is evoked in Joh’s famously mangled and meandering way of speaking – brilliantly dramatised by Richard Roxburgh – alongside his unyielding execution of power and the desperate denial of his final days in office. Documentary",1,0,0
Born to Fake,2025-06-27,movie,92.0,1.0,1.0,Documentary,"Erec Brehmer, Benjamin Rost",unknown,DE,de,"MSZ Production and Consulting, SWR","In 1996, one of the biggest media scandals in German history shook the public: Michael Born, a self-made journalist, had faked over twenty reports for the newly established private television station between 1990 and 1996. Some seemed amateurish, others dealt with absurd topics: child labor for IKEA in India, drug addicts licking toads to get high, and the Ku Klux Klan in the Eifel region were just some of his numerous fabrications. How did it come to this? Was Michael Born an enlightened figure who subversively exposed the tabloid system, a victim of the system, or simply a bumbling fraud? Film traces Michael Born's footsteps. Put together from hundreds of hours of raw material and the memories of former companions, an incredible story of forgery emerges. A media-theoretical film about levels of reality, fake news, and the question: Why do we actually believe what we see?","political, family, adventure, historical, documentary",0.0,0,"In 1996, one of the biggest media scandals in German history shook the public: Michael Born, a self-made journalist, had faked over twenty reports for the newly established private television station between 1990 and 1996. Some seemed amateurish, others dealt with absurd topics: child labor for IKEA in India, drug addicts licking toads to get high, and the Ku Klux Klan in the Eifel region were just some of his numerous fabrications. How did it come to this? Was Michael Born an enlightened figure who subversively exposed the tabloid system, a victim of the system, or simply a bumbling fraud? Film traces Michael Born's footsteps. Put together from hundreds of hours of raw material and the memories of former companions, an incredible story of forgery emerges. A media-theoretical film about levels of reality, fake news, and the question: Why do we actually believe what we see? Documentary",0,1,0
Act of Victory,2025-06-19,movie,87.0,1.0,1.0,"Documentary, History, War",Kwon Sun-do,"Paik Sun-yup, Shin Yu-hwan",KR,ko,Pureway Pictures,,"action, historical",0.0,0," Documentary, History, War",0,0,0
Barracuda!,2025-06-17,movie,10.0,1.0,1.0,"Drama, Thriller, Music, Western",Nihal Nowshad,"Mayank Bhardwaj, Gautam Rajput, Chocolate Frosted Cake, 'The Ride of Karma' Bike, 'A Hat as Old as Time!' Cowboy Hat",IN,en,Bandai Pippin Films,A former hitman wallows in the idea of him having to come in terms with the fact that he is ageing up without a purpose (in this new life) as he is confronted by the demons of his past life.,"musical, barracuda, western, drama thriller, nihal nowshad, mayank bhardwaj",0.0,0,"A former hitman wallows in the idea of him having to come in terms with the fact that he is ageing up without a purpose (in this new life) as he is confronted by the demons of his past life. Drama, Thriller, Music, Western",0,0,0
Cuando fui un cuerpo,2025-06-05,movie,19.0,1.0,1.0,Drama,Noemi Vargas,"Gabriela María Velarde Rocha, Myriam Bravo, Andrés jurado, Juan Antonio Saldaña",US,es,"Centro de Diseño, Cine y Televisión","Adara, an 18-year-old teenager, has a very close relationship with her mother, until one day she finds out that she suffers from a terminal illness, so her family leaves her bearing the entire responsibility of her care.","motherly love, motherhood",0.0,0,"Adara, an 18-year-old teenager, has a very close relationship with her mother, until one day she finds out that she suffers from a terminal illness, so her family leaves her bearing the entire responsibility of her care. Drama",0,0,0
Mysteriet Myrna Vep,2025-10-10,movie,119.0,1.0,1.0,"Comedy, Horror",Anders Aldgård,"Claes Malmberg, Sofie Lindberg",SE,sv,unknown,"A newlywed named Vanessa moves into a mysterious mansion with her husband. As strange and terrifying events unfold, she learns of her husband's obsession with the disappearance of Myrna Vep, a woman tied to the mansion's dark past. As secrets unravel, Vanessa must navigate supernatural forces to survive and uncover the truth.","comedy, noir, horror",0.0,0,"A newlywed named Vanessa moves into a mysterious mansion with her husband. As strange and terrifying events unfold, she learns of her husband's obsession with the disappearance of Myrna Vep, a woman tied to the mansion's dark past. As secrets unravel, Vanessa must navigate supernatural forces to survive and uncover the truth. Comedy, Horror",1,0,0
Vending Machine,2025-06-11,movie,1.0,1.0,1.0,Animation,Joschua Stice,unknown,US,en,unknown,Wolf and Deer get a soda.,"animation, furry",0.0,0,Wolf and Deer get a soda. Animation,1,1,0
Meeting My Grandad,2025-06-05,movie,12.0,1.0,1.0,"Drama, Comedy",Conor Harte,"James Hayes, John Furlong, Kristians Keiriss, Maebh Larkin, Caleb Mason",US,en,unknown,"Elliott, a lonely young man with no family, learns of a deceased grandfather he never knew. Feeling robbed of such a connection, he decides to hire an actor, Frank, to play the role of his Grandad in his daily life.","chess, grandparent grandchild relationship, fishing, grandfather, grandchildren, park, audition, tempest, grandchild, pool, actor",0.0,0,"Elliott, a lonely young man with no family, learns of a deceased grandfather he never knew. Feeling robbed of such a connection, he decides to hire an actor, Frank, to play the role of his Grandad in his daily life. Drama, Comedy",1,0,0
"I Call Them ""Souls""",2025-11-15,movie,100.0,1.0,1.0,Thriller,unknown,Rafael Zea,CO,es,Red Collision Entertainment,"Angela Rojas, a police officer trapped by debt and harassed by Ferrer, her corrupt superior, finds an unexpected ally in patrolman Daniel Diaz. Faced with Ferrer’s abuses, Angela and Daniel are plunged into a dangerous revenge that forces them to commit a crime from which they cannot escape.  As they struggle to hide the truth, the complicity between Angela and Daniel reopens wounds from the past, confronting them with their own shadows and decisions that will change their destinies forever.","thriller, drama, underdog, superhero, noir, revenge",0.0,0,"Angela Rojas, a police officer trapped by debt and harassed by Ferrer, her corrupt superior, finds an unexpected ally in patrolman Daniel Diaz. Faced with Ferrer’s abuses, Angela and Daniel are plunged into a dangerous revenge that forces them to commit a crime from which they cannot escape.  As they struggle to hide the truth, the complicity between Angela and Daniel reopens wounds from the past, confronting them with their own shadows and decisions that will change their destinies forever. Thriller",0,0,1
